game_id,season,week,date,away_team,home_team,fav_team,dog_team,spread,total,fav_pts,dog_pts,actual_total,bias,model_prob,over,threshold,passes_filter,flat_units_risked,flat_units_pnl,kelly_units,kelly_units_pnl
400869101,2016,2,2016-09-10,Utah State,USC,USC,Utah State,15.5,54.5,45,7,52,0.2120629803,0.4864210739,0,1.75,0,0,0,0,0
400869277,2016,2,2016-09-10,Ohio,Kansas,Kansas,Ohio,3,61,21,37,58,0.03253431947,0.4780170256,0,1.75,0,0,0,0,0
400868983,2016,2,2016-09-10,Kentucky,Florida,Florida,Kentucky,14,48.5,45,7,52,0.3441620895,0.4926089267,1,1.75,0,0,0,0,0
400869431,2016,2,2016-09-10,Wake Forest,Duke,Duke,Wake Forest,6.5,45.5,14,24,38,0.2638533549,0.4888467575,0,1.75,0,0,0,0,0
400869512,2016,2,2016-09-10,UConn,Navy,Navy,UConn,3.5,43.5,28,24,52,0.2879877134,0.4899772745,1,1.75,0,0,0,0,0
400869269,2016,2,2016-09-10,Ball State,Indiana,Indiana,Ball State,16.5,63.5,30,20,50,0.08501707383,0.4804729904,0,1.75,0,0,0,0,0
400869273,2016,2,2016-09-10,Northern Illinois,South Florida,South Florida,Northern Illinois,14,55,48,17,65,0.1725911874,0.484572683,1,1.75,0,0,0,0,0
400868923,2016,2,2016-09-10,BYU,Utah,Utah,BYU,3,43,20,19,39,0.3001535904,0.4905471874,0,1.75,0,0,0,0,0
400869434,2016,2,2016-09-10,North Carolina,Illinois,North Carolina,Illinois,7,59.5,48,23,71,0.05099245842,0.4788806959,1,1.75,0,0,0,0,0
400869102,2016,2,2016-09-11,UNLV,UCLA,UCLA,UNLV,27,57.5,42,21,63,0.4860017665,0.4992549921,1,1.75,0,0,0,0,0
400869106,2016,2,2016-09-11,Washington State,Boise State,Boise State,Washington State,13.5,74.5,31,28,59,0.01382582658,0.4771417464,0,1.75,0,0,0,0,0
